test_obs_ecomm_product_reviewed_with_brand_price_signal	7	[2161741073871490, 1968511169914850, 2038981526217000, 2052138308234670, 2068265239953550, 2433783093360850, 2076280479092630]
test_obs_ecomm_product_multipleproducts	2	[2038981526217000, 2161741073871490]
test_obs_ecomm_lqec_multipleproduct_signal	2	[2038981526217000, 2161741073871490]
test_COMP_FLAG_SUITABLE_FOR_ALL	109	[2114808378611200, 2110575219032070, 1970900769659400, 2287965817881100, 2543896138971150, 2624809420869660, 2361058933905950, 2135797886514210, 1698865586883620, 2464623520275500, 2632544446772780, 2134321526613550, 2439568982739000, 1998306226904120, 2593089990718010, 2144081515650620, 2321336231252540, 1310396079085120, 2268337623212100, 2015192955261000, 2537435592964690, 1720885648013400, 1795214150579800, 1643457525754460, 2122050077899870, 2051098064985190, 2168692393152620, 2538648159541360, 2299336280097400, 1959530750832760, 2147699911989370, 1904344766357630, 2284930668206720, 2142237182482050, 1977463212380670, 2058956324173960, 2735872669787790, 2006321296132750, 2240109139344530, 1208743332583570, 1895942353865890, 2170685089665190, 1930401293737130, 1882686721841840, 2100895760006840, 2285636178135740, 2226122877454530, 2515775465102540, 2028240013877970, 2248685105163510, 2272233449483000, 3027408473951480, 1033381553452800, 2562410070442770, 2431175926953760, 2256542184376100, 2362084980471080, 2014572655316780, 976242369166641, 2229734517084470, 2481993578509110, 2600890716648770, 1981663698627070, 2502864849741130, 2079667378788690, 2294133113944920, 2220253851329370, 2042743245803870, 2270935032952670, 2128852387172710, 1900301460095850, 2085565074863980, 2458375660871020, 1277424632382830, 2465639546842990, 2484809401592690, 2443109822369140, 2279310112121210, 2154516974615420, 2440805935930750, 2040867119363460, 2146197122140040, 2139742712757640, 1921231274656140, 2468815926521740, 953348281456016, 2791327500877720, 2149029341844380, 2309565712421790, 2155198137899430, 2944474018899880, 2450986144974760, 2046931782069170, 2478133845591990, 1919937528116160, 2061643910538690, 2185897348164040, 2026321670738380, 1795658303871950, 2343016855731160, 1797970186976220, 2149738795085790, 2695372973813730, 2111790468840930, 2273478852715500, 1236607356464110, 1894800747283960, 2095317943885820, 994141897376254]
test_rep_adultcontent	7	[2503341649737280, 2144138238957860, 2010785175658340, 2112633675517200, 2631382723546450, 1312709855520760, 2399603646777020]
test_rep_nonproduct	14	[2265639923493600, 2038781752837510, 2633048336735400, 2531014336969800, 2503334976375370, 1999475456773260, 2190919214287290, 2131986726877690, 2063317277118580, 2316454025045460, 2366002940078520, 2274257059253850, 1546401925462140, 2589576091059070]
test_obs_nointent	13	[2265639923493600, 2633048336735400, 2531014336969800, 2503334976375370, 1999475456773260, 2190919214287290, 2131986726877690, 2063317277118580, 2316454025045460, 2366002940078520, 2274257059253850, 1546401925462140, 2589576091059070]
test_pil_nointent_nonprod	11	[2265639923493600, 2531014336969800, 2633048336735400, 2503334976375370, 2131986726877690, 2063317277118580, 2316454025045460, 2366002940078520, 2190919214287290, 1546401925462140, 2589576091059070]
test_obs_services	9	[2382400338445730, 2198105520232610, 2198713980187750, 2980392311986760, 2325887374098600, 1537776606325040, 2493827207357780, 1929477517162680, 2058015410960510]
test_rep_bailbonds	1	[2058015410960510]
test_pil_sexual_partialnudity_highrisk	61	[2320549857969400, 1915874385201920, 2024497454337540, 2034822456565510, 1942908779155080, 972012689589642, 1878791422230410, 2105706382856460, 2012634058800410, 2082447098510620, 2127488080630940, 2035365449875870, 1847804538657950, 1938708956199840, 1982387095143970, 2041258022654630, 2967681656591400, 2150756408281000, 2477043502336810, 2070833959699370, 2059948570757420, 2510560342348460, 2088383017920430, 2465923730148270, 2009388249156270, 2295005737233840, 2029750270414130, 2042983322483890, 2188153804564140, 1876004122525750, 2184846434892470, 2496668027074360, 2988711114488250, 1992308924222010, 2038923419548730, 1564759186959930, 1967085786742210, 2454906324581960, 2182449948479560, 2444570838917450, 2114946125240650, 1987151051392200, 2523196467722190, 2167504349978450, 1035182296605650, 1580202285416530, 2645975565418070, 1839904702781530, 2467547396651740, 2231691666894300, 2470069303066460, 1926454304108640, 2007786012650470, 2167287313330920, 2033862383378410, 1963616547084140, 2583896284959980, 2259310737493870, 2462763950404850, 2216932058370550, 2086203364802040]
test_obs_sexual_seethrough_outline	4	[1967085786742210, 1982387095143970, 2467547396651740, 2059948570757420]
test_obs_other_services	8	[2382400338445730, 2198105520232610, 2198713980187750, 2980392311986760, 2325887374098600, 1537776606325040, 2493827207357780, 1929477517162680]
test_rep_services	8	[2382400338445730, 2198105520232610, 2198713980187750, 2980392311986760, 2325887374098600, 1537776606325040, 2493827207357780, 1929477517162680]
test_obs_sexual_thong_butt	48	[2320549857969400, 1915874385201920, 2024497454337540, 2034822456565510, 1942908779155080, 972012689589642, 1878791422230410, 2105706382856460, 2035365449875870, 1847804538657950, 1938708956199840, 2041258022654630, 2150756408281000, 2967681656591400, 2477043502336810, 2070833959699370, 2510560342348460, 2188153804564140, 2465923730148270, 2009388249156270, 2295005737233840, 2029750270414130, 2042983322483890, 1876004122525750, 2184846434892470, 1992308924222010, 2988711114488250, 2038923419548730, 2454906324581960, 2182449948479560, 2444570838917450, 2114946125240650, 2523196467722190, 2167504349978450, 1580202285416530, 2645975565418070, 1839904702781530, 2231691666894300, 2470069303066460, 2007786012650470, 2167287313330920, 2033862383378410, 1963616547084140, 2583896284959980, 2259310737493870, 2462763950404850, 2216932058370550, 2086203364802040]
test_pil_nointent_jobs	2	[2274257059253850, 1999475456773260]
obs_ecomm_brand_tier2_gucci	1	[2068265239953550]
obs_ecomm_product_undisclosedprice	6	[1968511169914850, 2038981526217000, 2457482350989960, 2068265239953550, 2433783093360850, 2076280479092630]
obs_ecomm_lqec_price_signal	6	[1968511169914850, 2038981526217000, 2457482350989960, 2068265239953550, 2433783093360850, 2076280479092630]
test_obs_ecomm_product_nosignal	5	[1968511169914850, 2052138308234670, 2068265239953550, 2433783093360850, 2076280479092630]
test_rep_idealizedbody	8	[2029997740447170, 2135322233228580, 2319336724763750, 2726543764028040, 2770518022966070, 2448805845191830, 2591948844179320, 2506704049401310]
test_pil_sexual_partialnudity_lowrisk	22	[2322708117762570, 2144723842283920, 2240610519304080, 1802385749867030, 2127400930651930, 1857892994320030, 2129598683782430, 2011281102282660, 2042325419156260, 2448229378585510, 2184324684978480, 1922076097914290, 1808490379256500, 2041663579275190, 2293824833975610, 2759753827375040, 2085221704899960, 2483818144981320, 2044144929011410, 2361845187167580, 1747965421969650, 2601635209852280]
test_obs_sexual_sidebreast_underbreast	22	[2322708117762570, 2144723842283920, 2240610519304080, 1802385749867030, 2127400930651930, 1857892994320030, 2129598683782430, 2011281102282660, 2042325419156260, 2448229378585510, 2184324684978480, 1922076097914290, 1808490379256500, 2041663579275190, 2293824833975610, 2759753827375040, 2085221704899960, 2483818144981320, 2044144929011410, 2361845187167580, 1747965421969650, 2601635209852280]
test_pil_sexual_action_lowrisk	8	[2309409059093920, 2651242758226980, 2037730369654890, 1967944329969710, 2479596785401390, 2474348492594510, 1963360007115250, 2149750008378580]
test_obs_sexual_licking_biting	7	[2309409059093920, 2651242758226980, 2037730369654890, 1967944329969710, 2479596785401390, 2474348492594510, 2149750008378580]
test_obs_sexual_blurredbodypart	9	[1926454304108640, 1987151051392200, 2088383017920430, 2127488080630940, 1035182296605650, 1564759186959930, 2496668027074360, 2012634058800410, 2082447098510620]
test_pil_sexual_action_highrisk	8	[2029616097151910, 2108854089162440, 1984705968324170, 2451182281619440, 967336183390480, 2177754825618100, 2027994213945590, 2060944243955130]
test_obs_sexual_removingclothes	8	[2029616097151910, 2108854089162440, 1984705968324170, 2451182281619440, 967336183390480, 2177754825618100, 2027994213945590, 2060944243955130]
test_obs_ecomm_category_other	2	[2024646634278410, 2076280479092630]
obs_ecomm_brand_tier4_harley_davidson	1	[2024646634278410]
obs_ecomm_product_condition_used	2	[2024646634278410, 2076280479092630]
rep_lowqualityecommerce	1	[2024646634278410]
obs_ecomm_product_lowprice_below_75	1	[2024646634278410]
test_obs_sexual_pelvis_focus	4	[2109608549082260, 2510686522338460, 2107136019354900, 2002883546496900]
obs_ecomm_brand_tier4_motorola	1	[2076280479092630]
obs_ecomm_brand_tier4_lululemon	1	[2052138308234670]
obs_ecomm_product_lowprice_between_24_and_38	1	[2052138308234670]
test_obs_ecomm_category_perfume	1	[2038981526217000]
obs_ecomm_brand_tier1_calvin_klein	1	[2038981526217000]
test_obs_ecomm_category_make_up	1	[2433783093360850]
obs_ecomm_brand_tier4_kylie_jenner	1	[2433783093360850]
test_rep_beforeandafter	3	[2163495020375080, 2455964441097890, 2527977107217060]
obs_ecomm_brand_tier2_adidas	1	[2457482350989960]
test_obs_ecomm_product_replicaterm_rep	1	[2457482350989960]
test_rep_lowqualityecommerce	1	[2457482350989960]
test_obs_nudity_art_incidental	1	[2343016855731160]
obs_ecomm_brand_tier2_tommy_hilfiger	1	[1968511169914850]
test_pil_lowquality	1	[2038781752837510]
test_obs_digital	1	[2038781752837510]
test_pil_nonproduct_digital_other	1	[2038781752837510]
test_obs_sexual_kissing	1	[1963360007115250]
test_COMP_FLAG_SUITABLE_FOR_ALL,test_rep_sexual	1	[1878791422230410]
test_obs_sexual_highlight	1	[2347191648648870]
